微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwEa3DUY9,hongeanquan,hongeanquan:#新型肺炎#韩日意伊美德最新今日新冠疫情与七天数据 全球各国最新数据   韩日意伊美德最新今日新冠疫情与七天数据 全球各国最新数据  原图 ,无,无,2020-03-01 23:24,一点资讯,0,0,0
IwEa3DUY9,hongeanquan,hongeanquan:#新型肺炎#韩日意伊美德最新今日新冠疫情与七天数据 全球各国最新数据   韩日意伊美德最新今日新冠疫情与七天数据 全球各国最新数据  原图 ,无,无,2020-03-01 23:24,一点资讯,0,0,0
IwEa3lnsZ,界面新闻,界面新闻:【西班牙新冠肺炎确诊病例累计74例】央视新闻报道，截止到当地时间3月1日下午三点，西班牙新冠肺炎患者确诊人数已达74例。排名前三风险的大区为瓦伦西亚15例、马德里14例、安达卢西亚12例。同时本周日21点整（西班牙时间），西班牙将迎来最受关注的足球比赛，也是世界上最受关注的比赛之一：皇马和巴塞罗那俱乐部之间的对决。届时，预计在圣地亚哥·伯纳乌体育场会聚集8万名球迷。截止目前为止，西政府没有取消比赛的计划。 原图 ,无,无,2020-03-01 23:24,微博 weibo.com,73,21,34
IwEa3oAFT,本元禅师,本元禅师:【美国副总统：未来可能会出现更多死亡病例】美国副总统彭斯在接受CNN一档节目采访时表示，美国未来可能会出现更多新冠肺炎死亡病例。他说，“我们可能会听到更多的噩耗，但是美国人应该知道对普通人而言，感染病毒的几率依旧很低。” 资讯点评：地球第一强国，也不是理想国啊！  原图 ,无,无,2020-03-01 23:24,HUAWEI Mate 20,12,6,4
IwEa11qg2,宝鸡同城,宝鸡同城:#陈仓新闻# 3月1日上午，陈仓区举行支持新冠肺炎疫情防控工作捐款活动。捐款现场，区领导霍铁桥、马霄、李西强、惠军岐、张晓军、李省堂、蒙科建、魏林、裴振强、柳鹏举、黄同治、苟晓明、刘博彦、王斌等带头捐款，其他区级领导和部分区级部门主要负责同志也纷纷捐款，为抗击疫情贡献力量。 via@陈仓宣传 http://t.cn/RyhTt4x 显示地图 [组图共3张] 原图 ,无,http://t.cn/RyhTt4x,2020-03-01 23:24,小米CC9,0,0,0
IwEa082Yh,舒兰发布,舒兰发布:【要闻】真督实查 | 舒兰市新冠肺炎疫情严“防”严“控”【要闻】真督实查 | 舒兰市新冠肺炎疫情严“防”严“控”  ,无,无,2020-03-01 23:24,iPhone客户端,0,0,0
IwEa05OIV,魏氏思语,魏氏思语:《联合考察组中方组长梁万年：湖北以外做好准备防止反弹》中国—世界卫生组织新冠肺炎联合专家考察组中方组长、国家卫健委新冠肺炎疫情应对处置工作专家组组长梁万年为您解读。http://t.cn/A67iExPc  原图 ,无,无,2020-03-01 23:24,百度App,0,0,0
IwE9YF6qt,安徽之声,安徽之声:【加大财政金融支持力度全力支持企业复工复产】连日来，安徽绩溪县财政局在做好新冠肺炎疫情防控工作的同时，统筹抓好经济社会各项工作，加大对中小企业的扶持力度，及时兑现企业各项奖补资金，服务实体经济，共克时艰，渡过难关。加大财政资金支持力度。加快对符合条件的中小企业财政资金兑现进度，拨付富凯公司再生资源企业补助资金280万元，同步办理物流企业奖补、企业土地使用税奖补、再生资源企业税收奖补等补助金额850万元，最大程度创造有利条件优先支持企业和重点项目复工复产，保障全县经济平稳健康运行。加大担保支持力度。指导督促县担保公司拟对6户企业7笔业务通过政银担、税融通担保2192万元，同时将担保费分别从1.2%、1%降到0.72%、0.6%，并拟新增2户企业税融通担保业务2000万元，初步测算将减少征收企业担保费18万元以上。对从2020年2月7日至2020年5月6日疫情期间的借应急转贷资金的中小企业，减半收取资金占用费。加大金融支持力度。牵头县人民银行、各商业银行、担保公司到重点企业进行走访摸排，了解企业存在的困难和资金需求，通过开辟绿色通道、网上对接、简化业务流程等方式保障企业资金周转，对需要办理展期、再融资、续贷等业务的，要求按照相关政策尽快为企业办理。多家银行迅速行动，积极落实应急贷款政策，为企业提供低利率信贷支持。截至目前共投放贷款2.34亿元，其中中小微企业、个体工商户发放1.58亿元。 ,无,无,2020-03-01 23:24,微博 weibo.com,0,0,1
IwE9YjYDS,KiltRock-rainbows,KiltRock-rainbows:#英国新增12名新冠肺炎感染者#停课吧 我们好回家.....  原图 ,无,无,2020-03-01 23:24,iPhone,36,0,11
IwE9Uwf3Z,武汉晚报,武汉晚报:#爱伴归家路# 【回家！233名滞留三亚的湖北游客乘包机返乡】3月1日16:30，随着海航HU5797航班缓慢降落天河机场，233名受新冠肺炎疫情影响滞留三亚的湖北游客从三亚凤凰机场乘坐包机顺利返回武汉。7人由孝感市安排车辆接送至孝感，226人乘坐6辆机场大巴车前往武汉市内。（记者王谦 制作范芃 审看郑慧 通讯员孙呈）http://t.cn/A67i879y #武汉[地点]#  http://t.cn/A67i8c4B ,无,无,2020-03-01 23:24,iPhone客户端,11,1,0
IwE9RgDSP,不爱喝奶茶的熊,不爱喝奶茶的熊:#英国新增12名新冠肺炎感染者# 然而现在这边并没有什么人重视…走在路上也没见过哪个本地人戴口罩的，我们戴为了自保还要被歧视，也是绝了 英国  显示地图 ,无,#英国新增12名新冠肺炎感染者#,2020-03-01 23:24,HUAWEI P10,0,0,2
IwE9Rf43H,顶级奢侈潮牌复刻工作室057号,顶级奢侈潮牌复刻工作室057号:对着他挤眉弄眼怎么回事？ 　　林妄洲晃着白线，啧了声，挑眉你猜！ 　　两个人一句ThomBrowne汤姆布朗TB基础款套装话都没有说，却心照不宣地完成了彼此都听得懂的交流。 　　 #成都部分火锅店恢复堂食##空气传播非新冠肺炎主要传播方式##意大利调整新冠病毒肺炎确诊标准#  [组图共9张] 原图 ,无,无,2020-03-01 23:24,微博 weibo.com,0,0,0
IwE9QEXxu,山西经济频道,山西经济频道:【#6名纯中医治疗新冠肺炎患者出院#】#周刊君与你共同战疫# 3月1日，在雷神山医院接受治疗的16名新冠肺炎患者符合了出院标准，其中6名患者采用纯中医药治疗。@中新视频 中新视频的秒拍视频  太原  显示地图 ,无,#周刊君与你共同战疫#,2020-03-01 23:24,无,0,0,0
IwE9OyVJq,武汉晚报,武汉晚报:【#隔离病毒不是隔离爱#，这个图书馆为隔离点配送童书】江岸区宜尚酒店密切接触者医学隔离点为我市新冠肺炎“四类人员”隔离点中接纳儿童较多的点之一。隔离点工作人员除了组织社工和志愿者照顾这些孩子，也希望用图书来陪伴和充实他们的隔离生活。武汉市少图馆相关负责人在了解到该隔离点情况后，组织馆员迅速从馆内调配整理各类童书200本。馆长镇火星表示，“疫情当前，正在隔离的孩子免不了有孤独、迷茫、恐惧的心理，而书籍永远都是人类深至灵魂的伴侣，可以让孩子感受到陪伴与快乐”（长江日报） [组图共2张] 原图 ,无,无,2020-03-01 23:23,iPhone客户端,6,3,0
IwE9OiLvp,北燕骑兵300,北燕骑兵300:中国留韩学生确诊新冠肺炎 沈阳市通报其行程情况_手机新浪网  中国留韩学生确诊新冠肺炎 沈阳市通报其行程情况  ,无,无,2020-03-01 23:23,手机新浪网,0,1,0
IwE9N64Mh,武汉新闻广播,武汉新闻广播:【武汉数百新增确诊病例从哪里来？】#坚决打好湖北武汉保卫战# 武汉疫情防控持续保持严格措施，疫情形势出现一些积极变化，但近日武汉每天仍有新增确诊病例数百人。这些新增确诊病例主要从哪里来？“新华视点”记者进行了追踪。首先，疑似病例群体是新增确诊病例的主要来源。国家卫生健康委新冠肺炎疫情应对处置工作专家组组长梁万年日前介绍，目前，武汉新增确诊病例中80%到90%是由疑似病例转过来的。此外，有的小区还在出现散发确诊病例。安徽支援武汉第一批疾控队队长许德表示，密接人员发病、疑似病例转化为确诊病例，既在预料之中，也在掌握范围之内。但他提醒，要警惕部分小区的防控措施还没有严格执行到位。（湖北发布）#共同战疫# #抗击疫情此时此刻# http://t.cn/A67iTqIl 原图 ,无,无,2020-03-01 23:23,iPhone客户端,3,1,0
IwE9I7xgA,噗卟123,噗卟123:北京新冠肺炎疫情防控工作领导小组第三十四次会议暨首都严格进京管理联防联控协调机制第五次会议召开 北京新冠肺炎疫情防控工作领导小组第三十四次会议暨首都严格进京管理联防联控协调机制第五次会议召开  原图 ,无,无,2020-03-01 23:23,iPhone客户端,0,0,0
IwE9GAKt3,搞笑幽默的说说,搞笑幽默的说说:香港女富豪确诊身患新冠肺炎，谢贤甄子丹等人恐被涉及#美国出现首例新冠肺炎死亡病例##新冠肺炎病毒几乎人人易感##新冠肺炎全球风险级别调为非常高# 看我的眼神1688的微博视频  ,无,无,2020-03-01 23:23,微博云剪,0,0,0
IwE65dnzj,陕西文艺,陕西文艺:【陕西省住建厅：物业不得随意自行提高条件，无故阻止复工人员进出】日前，陕西省住建厅组织专家编制了《陕西省物业管理区域复产复工期间新冠肺炎疫情防控工作导则（试行）》（以下简称《导则》），并就相关工作进行安排。《导则》指出，物业服务企业应在当地政府，特别是区县政府、街办（乡镇政府）的统一领导下，落实科学防治、精准施策，做好新冠肺炎疫情防控的工作，积极做好人员、车辆进出的管理。特别是对于返岗复工人员进出物业服务区的管理，应及时按照属地政府的要求，不得随意自行提高条件，无故阻止。物业服务企业应积极为复工复产企事业单位的疫情防控提供服务，促进生产办公正常运行，进一步加强保障疫情防控工作中自身安全。详戳：http://t.cn/A67xVd8k 原图 ,无,无,2020-03-01 23:14,微博 weibo.com,0,0,0
IwE63smWv,南充报道,南充报道:【#太原确诊患者全部治愈出院#，山西连续5天无新增】3月1日，山西太原最后一名新冠肺炎确诊患者治愈出院。该患者77岁，因发热于2月13日入院，经治疗符合出院标准。至此，太原市20例确诊患者全部治愈出院。山西全省已连续5天无新增病例，疑似病例清零，治愈出院114例。#新型肺炎抗疫全记录#@一手Video http://t.cn/A67JTiBp ,无,无,2020-03-01 23:14,HUAWEI P30 Pro,0,0,0
IwE5Z2FEZ,罗源湾新闻网,"罗源湾新闻网:【""福建好人""网络投票活动来啦！快来为咱罗源的抗“疫”英雄陈忠俤点赞！】面对突如其来的疫情有这样的一群人他们舍小家为大家始终坚持在抗“疫”第一线他们就如一盏明灯，照亮了黑夜的路他们就如火热太阳，带来了春的温暖……这其中就包括咱罗源县鉴江镇鉴江村党总支书记陈忠俤自从疫情肆虐以来，陈忠俤便投身于新冠肺炎疫情的防控工作中，连轴转多天后，因劳累过度，晕倒后脑部血管破裂，被紧急送往医院抢救。http://t.cn/A67i8a4d ",无,无,2020-03-01 23:14,HUAWEI P30,0,0,0
IwE5Xfelq,人民网海南视窗,人民网海南视窗:#98岁危重症患者从雷神山医院出院#【98岁新冠肺炎危重症患者从雷神山医院出院】98岁的新冠肺炎危重症患者1日从武汉雷神山医院康复出院，这是目前已知的全国最高龄危重症康复患者。　　98岁的胡婆婆家住武汉市江岸区，2月初出现高烧，55岁的女儿丁女士陪她到医院检查，双双确诊为新冠肺炎。2月13日晚，母女二人被救护车同时转送到武汉雷神山医院，住在感染科10病区同一间病房，负责该病区的医护人员来自大连医科大学附属第二医院。　　胡婆婆刚住院时，医护人员发现她身上还有烫伤，于是立即处理。当晚体温检测，发现她高烧达40摄氏度。病区主任隋韶光立即安排医护人员24小时监护照料。2月17日上午，胡婆婆体温恢复正常。　　隋韶光介绍，入院检查发现，胡婆婆患有高血压等基础病，还出现心肺功能障碍，被确诊为危重型新冠肺炎。医护人员给予抗感染、抗病毒等药物治疗，还采取补液等营养支持。经多日治疗，胡婆婆病情逐渐好转，医护人员拿出自己的牛奶等营养品一口一口喂她，帮她增强身体抵抗力。　　“为了救治胡婆婆，雷神山医院多学科紧密合作，中国工程院院士王辰也参与会诊。”隋韶光透露，胡婆婆住院期间出现轻微脑梗，及时发现治疗后没留下后遗症。高龄患者长期卧床易出现下肢静脉血栓，进而导致肺栓塞危及生命。医护人员日夜密切监护，细致护理，避免了下肢静脉血栓。　　3月1日上午11点，胡婆婆和女儿双双康复出院，雷神山医院院长王行环教授、副院长袁玉峰教授、刘志宇教授到医院门口为她们颁发出院证明，并赠送鲜花。母女两人含泪连声致谢。　　截至3月1日，雷神山医院累计出院患者近200人，目前雷神山医院住院患者千余人。　　“98岁的危重症患者都能康复出院，还在住院治疗的新冠肺炎患者，都应该鼓起信心，一定能战胜疾病。”王行环说（新华社） 原图 ,无,无,2020-03-01 23:14,微博 weibo.com,0,0,0
IwE5M0gMh,潜江环保,潜江环保:#众志成城抗疫情 潜江环保在行动# 【爱心捐赠保“安心”——北京一企业向我市捐赠水质监测仪】3月1日，潜江市生态环境局与我市5家定点医疗机构举办了简单的余氯监测仪现场捐赠交接仪式。“有了这台余氯现场监测仪，我们医院就能够实时掌握废水消毒情况，消杀及排放的精准度多了一份保障”。领取捐赠仪器的医院代表如是说。新冠肺炎疫情发生以来，掌握定点医疗机构废水消杀效果是保护生态环境的控制指标，也是防止医疗废水二次污染的重要监测指标。为更准确掌握医疗废水消杀效果，市生态环境局积极协调联系北京连华永兴科技发展有限公司为我市5家定点医疗机构捐赠余氯现场监测设备5套，该设备操作方便，只需对医院技术人员进行简单培训，即可实现医疗单位自行监测，再结合市环境监测站抽测，能够更精准掌握余氯指标变化，让广大市民对疫情期间我市水环境质量安心。 [组图共5张] 原图 ,无,无,2020-03-01 23:14,iPhone客户端,0,0,0
IwE5Fc0N9,明了41384,明了41384:《重庆，求求你不要再低调了》   拾遗  2020-02-29 題外話：【這一次壓力成為了重慶人最大的動力】这次重庆政府其实非常聪明，聪明在什么地方？就是他意识到光靠管控是远远不够的，重庆要想不成为第二个武汉，就必须发动全体市民共同抗疫。所以在宣传上非常强调这一点：“武汉人口一千万，现在需要举国医疗资源支撑。重庆人口三千多万，哪怕只有1‰的人感染，就算全世界的医生来支援，也救不了重庆，所以我们必须自己管好自己。”正因为基层干部宣传到位，所以市民都有很强的危机感，于是早早形成了一个共识：“不出门！不出门！不出门！”市民还自发提出了一个倡议：“今天的一切麻烦和不便，都是为了守住重庆这一城市，以避免大家焦急地去等候一张病床。为此我们一定要积极配合政府的工作，争取早日打赢这场新冠肺炎阻击战，做个有教养守规矩顾大局的重庆人。”原创：重庆，求求你不要再低调了 http://t.cn/A67c1tcc [组图共18张] 原图 ,无,无,2020-03-01 23:13,UC浏览器Android,1,0,1
IwE5DqtOZ,巴南政务,巴南政务:#晚安巴南[超话]# 【好消息！巴南第四例新冠肺炎康复者出院】2月29日，巴南区第四例新冠肺炎康复者出院。据悉，康复者戴某在2月3日确诊，后进入重庆市公共卫生医疗救治中心接受治疗，经过26天的医治，2月29日成功治愈出院。截至2月29日，巴南区累计报告确诊病例共6例，累计出院4例。（来源/巴南融媒体中心） 原图 ,无,无,2020-03-01 23:13,iPhone客户端,3,1,0
IwE5BlLZq,浙江之声,浙江之声:【德清县建立“一日闭环”处置法，推动企业诉求“不过夜”】“这个残疾人坡道的入口，要求是1米2以上的，到时候做的时候当心点。”下午两点，在德清县雷甸镇新利村的美都创业大厦，工人们正根据要求完善相关配套设施。据了解，该项目去年12月就完成施工，受疫情影响，迟迟无法进行竣工验收。“我们心里很着急，这个大楼没有完全验收以后，我们也不能动，上午我向指导组汇报了这个情况以后，我也想不到，这么快下午就有这么多单位马上进驻我们工地，现场办公，帮我们来解决这个问题。”公司执行董事沈善元说。据了解，在推动企业复工复产中，德清县选派了527名科级领导干部担任服务专员驻点服务1173家企业（项目）。针对企业（项目）反映的政策信息传递不够迅速、部分涉企难题办理不够及时等问题，德清县建立了“一日闭环”处置法。每晚7时由县委书记、县长及其他相关县领导召集七大服务专班、平台、镇（街道）和有关部门负责人，以视频会议方式召开专题协调例会，推动企业诉求“不过夜”。目前，服务专员递交的近40个要需县级层面协调解决的涉企共性难题，都在当天协调解决或交办落实，实现了企业诉求“不过夜”，企业满意率达到100%。#关注新冠肺炎##武汉加油，浙里挺你# （浙江之声记者叶树刚，德清台） http://t.cn/A67i85s7 ,无,无,2020-03-01 23:13,iPhone客户端,6,1,0
IwE5B46yH,火速头条,火速头条:#专家建议尽快启动新冠肺炎康复医疗#【16位康复医学专家共同建议：尽快启动新冠肺炎康复医疗】3月1日下午，包括南京医科大学第一附属医院康复医学中心主任励建安在内的全国16位康复医学专家，共同发出建议：尽快启动新冠肺炎康复医疗，帮助出院患者早日恢复体能和生活能力。据介绍，新冠肺炎患者，特别是重症和危重症患者，在达到临床出院标准后，如得不到后续康复治疗，容易出现运动能力和生活自理能力障碍。http://t.cn/A67i85rH位康复医学专家共同建议：尽快启动新冠肺炎... ,无,无,2020-03-01 23:13,微博 weibo.com,0,0,0
IwDZGDciZ,成加权789,成加权789:22      生死攸关的疫情前，猪笨默默后一定笑，驴直观还嘲笑，也许最后哭都找不着调              俗话说没吃过猪肉还没见过猪跑吗？不学也罢了？中国全民皆兵政府一声令下采断然极端非常防疫措施，伟大的中国人民迅起顷刻一夜之间自愿，自动响应封国，封城，封道，封村，封小区，直至自封家门的时候，西方一些西方及其追谁者自诩自己高大上以人权自居黔之驴们，居然还隔岸观火，呲呲大驴大绿板牙，幸灾乐祸冷冷嘲笑猪蠢笨迂腐。更有甚者，还落井下石玩笑儿科把戏儿！       昨天越南看出门道照中国，照葫芦画瓢做了？今天越南新冠病毒肺炎基本疫情结束亮起曙光，明天越南就是最早第一个无忧无虑完全哈哈大笑的国家！       现在 疫情形势明显发展呈扼制与泛滥两级分化趋势！       反观幸灾乐祸者们，不肖一顾者，现在疫情泛滥了吧？手足无措了吧？？猪要好了，你们这下长长大绿大长驴脸了吧？？现在学中国亡羊补牢，还是为时不晚矣！！！郑重警告你们，别带有色眼镜看中国，更别带有色眼镜看世界！要不你们迟早有一天祸乱世界，甚至毁灭世界！！       这个世界，不怕猪笨，就怕驴蠢！猪再笨，执着坚持不懈做，一定笑到最后，驴再智，自负自雷，羞于耻，先笑最后比哭，有时候哭都怕找不着调！       任何国家，组织机构，个人都要以全健康人类永远持续生存发展为重！ ,无,无,2020-03-01 22:59,微博 weibo.com,0,0,0
IwDZynVBn,分宜发布,分宜发布:分宜县新冠肺炎疫情防控应急指挥部温馨提示#众志成城 防控疫情##分宜新闻#分宜县中医院为复工复产企事业单位推荐使用江西省中医药管理局组织专家拟定的预防新冠肺炎中药处方。药物组成：苍术10g、陈皮5g、藿香5g、紫苏5g、银花5g、贯众5g、生黄芪10g。作用：芳香化浊，清热解毒，兼以固表。适用人群：成年人的预防用药，可连服3-5天，孕妇禁用。咨询电话:13576460280(分宜县中医院治未病科黄主任)，13979001195（分宜县中医院药剂科艾主任）。 ,无,无,2020-03-01 22:58,微博 weibo.com,1,0,0
IwDZqFCLR,用户7377818637,用户7377818637:#全球首例新冠肺炎病人肺移植手术成功#为什么是全球首例  因为没有人道的事情中国做了  好多人看着官方发布从来都不深思 不想想  人生来平等  为什么高官能有至少几千人的肺器官资源  还是短时间内  大家不知道武汉是活体器官重灾区 每年因为这事多少人失踪  知道吗   还在歌颂跪舔  违反人道的事情害人害己 ,无,无,2020-03-01 22:58,三星android智能手机,0,0,0
IwDZqpIHN,小叮当ABC1,"小叮当ABC1:日本疫情严峻，百姓第一时间想到“抢购”厕纸，与国内完全不同这几天日本疫情开始变化，截至当地时间29日下午，日本累计确诊近千人，包括钻石公主号在内，因新冠肺炎而死亡的人数已达到11人。据日本媒体消息，日本首相安倍晋三在29日傍晚举行了记者会，在记者会上，安倍晋三表示未来两周将是控制肺炎疫情的关键期，宣布全国停课，毕业典礼是情况而定，并且呼吁全国人民予以支持。消息一出，不同于中国国内的抢购粮食口罩的情况，日本民众开始大量的""囤厕纸""，日本境内的超市、药妆店等地的厕纸被民众抢购一空。部分药妆店不得不开启限购模式，有些药妆店出现了排队购买的情况，不少民众的购物车中堆满了""抢到""的厕纸，而至于日本民众为何不囤积口罩而抢购厕纸，其实与日本社交平台上出现的谣言有关。近日，在日本的社交平台上出现一则谣言，谣言称厕纸和口罩使用的材料相同，日本国内使用的厕纸生产地是中国，受疫情影响，日本的厕纸和纸类制品会出现供应不足的情况。前段时间日本确实出现了口罩供应不足的情况，然而这是因为日本需要从中国进口原材料来生产口罩，而中国受新冠肺炎影响，一时间无法供应，才导致了日本的口罩供应不足。针对此谣言，日本家庭纸工业会发布声明称，日本国内生产厕纸和口罩所需的用料并不相同，厕纸的生产材料也不依赖中国进口。目前日本生产的厕纸，其所需的材料70%是废弃报纸、打印纸等回收用纸，其余约30%是来自于加拿大、印尼等地的海外进口木材，从中国进口的原材料只有2%。川一制纸株式会社等造纸商家也表示，目前日本国内的厕纸等纸质用品处在正常生产状态，产能并没有受到影响，库存充足，只要民众不疯狂抢购就不会出现售罄情况。民众疯狂囤积厕纸这一现象，日本并不是个例，在新加坡当地民众也曾在一夜之间将商超中的厕纸抢购一空。 ",无,无,2020-03-01 22:58,iPhone客户端,0,0,0
IwDZqaso6,Vanilla陈云清杉岂,Vanilla陈云清杉岂:图说：美国总统召开疫情相关发布会 图GJ本报洛杉矶今日电（驻美记者 鲁明）美国华盛顿州2月29日报告美国首例新冠肺炎死亡病例，并宣布进入紧急状态。美国总统特朗普宣布将采取更多措施应对，并再次喊话民众无需恐慌，但美国多地已出现抢购潮。特朗普在当天新闻发布会上说，美国本土有22名患者感染，其中1人死亡，4人重病。死亡病例是一名近60岁妇女，本身属于医学上“高危”人士。事后美国疾控中心更正称，死亡病例实... http://t.cn/A67iTX0c 原图 ,无,无,2020-03-01 22:58,荣耀20S,1,0,0
IwDZktc32,郑州反邪教,郑州反邪教:【#深圳新增由英国途经香港输入病例#】据@人民日报 ，3月1日凌晨，深圳市卫生健康委报告1例境外输入新冠肺炎确诊病例。相关情况如下：患者，男，35岁，在英国布里斯托工作。2月27日乘坐CX250航班，由伦敦飞往香港。2月28日13:27抵达香港机场，15:30在香港机场海天码头乘坐渡轮（船次3A109）到蛇口码头，16:32在码头入境时，显示该患者体温正常，16:45从蛇口码头乘出租车回福田区家中。患者全程佩戴口罩。2月29日上午7时，患者出现咳嗽、发热症状。10时由家属驾车送往中山大学附属第八医院发热门诊就诊。21时咽拭子初筛新冠病毒核酸阳性。23时患者由中大八医转至深圳市第三人民医院隔离治疗。3月1日0:40，深圳市疾控中心复核结果为新冠病毒核酸阳性。目前患者病情稳定。深圳市福田区疾控中心接到中大八院报告后，立即开展流行病学调查、密切接触者采样、终末消杀等工作，目前共确定密切接触者93人。据初步了解，患者无湖北旅行史，在英国工作地点有两名同事出现咳嗽发热症状。广东省卫生健康委已于3月1日凌晨将相关情况通报香港卫生部门。 原图 ,无,无,2020-03-01 22:58,HUAWEI Mate 20,7,5,6
IwDZqFCLR,用户7377818637,用户7377818637:#全球首例新冠肺炎病人肺移植手术成功#为什么是全球首例  因为没有人道的事情中国做了  好多人看着官方发布从来都不深思 不想想  人生来平等  为什么高官能有至少几千人的肺器官资源  还是短时间内  大家不知道武汉是活体器官重灾区 每年因为这事多少人失踪  知道吗   还在歌颂跪舔  违反人道的事情害人害己 ,无,无,2020-03-01 22:58,三星android智能手机,0,0,0
IwDZqpIHN,小叮当ABC1,"小叮当ABC1:日本疫情严峻，百姓第一时间想到“抢购”厕纸，与国内完全不同这几天日本疫情开始变化，截至当地时间29日下午，日本累计确诊近千人，包括钻石公主号在内，因新冠肺炎而死亡的人数已达到11人。据日本媒体消息，日本首相安倍晋三在29日傍晚举行了记者会，在记者会上，安倍晋三表示未来两周将是控制肺炎疫情的关键期，宣布全国停课，毕业典礼是情况而定，并且呼吁全国人民予以支持。消息一出，不同于中国国内的抢购粮食口罩的情况，日本民众开始大量的""囤厕纸""，日本境内的超市、药妆店等地的厕纸被民众抢购一空。部分药妆店不得不开启限购模式，有些药妆店出现了排队购买的情况，不少民众的购物车中堆满了""抢到""的厕纸，而至于日本民众为何不囤积口罩而抢购厕纸，其实与日本社交平台上出现的谣言有关。近日，在日本的社交平台上出现一则谣言，谣言称厕纸和口罩使用的材料相同，日本国内使用的厕纸生产地是中国，受疫情影响，日本的厕纸和纸类制品会出现供应不足的情况。前段时间日本确实出现了口罩供应不足的情况，然而这是因为日本需要从中国进口原材料来生产口罩，而中国受新冠肺炎影响，一时间无法供应，才导致了日本的口罩供应不足。针对此谣言，日本家庭纸工业会发布声明称，日本国内生产厕纸和口罩所需的用料并不相同，厕纸的生产材料也不依赖中国进口。目前日本生产的厕纸，其所需的材料70%是废弃报纸、打印纸等回收用纸，其余约30%是来自于加拿大、印尼等地的海外进口木材，从中国进口的原材料只有2%。川一制纸株式会社等造纸商家也表示，目前日本国内的厕纸等纸质用品处在正常生产状态，产能并没有受到影响，库存充足，只要民众不疯狂抢购就不会出现售罄情况。民众疯狂囤积厕纸这一现象，日本并不是个例，在新加坡当地民众也曾在一夜之间将商超中的厕纸抢购一空。 ",无,无,2020-03-01 22:58,iPhone客户端,0,0,0
IwDZqaso6,Vanilla陈云清杉岂,Vanilla陈云清杉岂:图说：美国总统召开疫情相关发布会 图GJ本报洛杉矶今日电（驻美记者 鲁明）美国华盛顿州2月29日报告美国首例新冠肺炎死亡病例，并宣布进入紧急状态。美国总统特朗普宣布将采取更多措施应对，并再次喊话民众无需恐慌，但美国多地已出现抢购潮。特朗普在当天新闻发布会上说，美国本土有22名患者感染，其中1人死亡，4人重病。死亡病例是一名近60岁妇女，本身属于医学上“高危”人士。事后美国疾控中心更正称，死亡病例实... http://t.cn/A67iTX0c 原图 ,无,无,2020-03-01 22:58,荣耀20S,1,0,0
IwDTPg08Z,财经洞察2025,财经洞察2025:欧盟中国商会负责人Jörg Wuttke说，新冠肺炎疫情扩散的后果远比大多数人想象的要严重。在德国，这种震撼将在几周后显现出来。在过去四个星期，仅大型航运公司如中远和马士基，就有70艘集装箱船被限制离开港口。但是，这种船要花大约六周时间才能到达欧洲，也就是说，疫情发生之前离开中国的货船仍在到达。但随后到达欧洲的产品将会减少，此后许多产品将在欧洲变得稀缺。毕竟，每天都有价值10亿欧元的商品从中国运抵欧洲。该问题会在3月在德国显现出来。这遍及所有行业，但对制药业尤为重要，因为许多初级产品都是在中国制造的。因此，很快就会看到许多药品的供应瓶颈。 ,无,无,2020-03-01 22:44,iPhone 6s,3,0,3
IwDTGkJ49,平安丰都,平安丰都:【世界多地报告首例确诊 全球疫情严峻！】新冠肺炎疫情在多国扩散，全球该如何共同抗疫？今晚21：30 《今日关注》邀请解放军总医院国家老年疾病临床医学研究中心常务副主任曹丰，与主持人鲁健深度访谈。同时节目还将连线正在武汉的南京大学医学院附属鼓楼医院感染科主任吴超。 http://t.cn/A67ixsRb . ,无,无,2020-03-01 22:44,窗 - 魅族 PRO 7,0,0,0
